building_idx,row,col,x,y,poi_count,poi_diversity,reachable_area_m2,reachable_buildings,reachable_streets,poi_types
582374,1405,2038,291354.5,5035260.5,436,6,40842.0,0,40842,"{'CASA': 73, 'MAGAZZINO': 29, 'BOTTEGA': 262, 'MIXED': 38, 'INVIAMENTO': 3, 'OTHER': 3}"
1413424,2012,1278,290594.5,5034653.5,155,5,34752.0,0,34752,"{'CASA': 112, 'MIXED': 25, 'BOTTEGA': 12, 'INVIAMENTO': 5, 'MAGAZZINO': 1}"
231879,971,1875,291191.5,5035694.5,116,7,29870.0,0,29870,"{'CASA': 83, 'MAGAZZINO': 2, 'OTHER': 2, 'MIXED': 8, 'BOTTEGA': 12, 'INVIAMENTO': 3, 'TRAGHETTO': 6}"
1778063,2286,4023,293339.5,5034379.5,118,5,26230.0,0,26230,"{'CASA': 103, 'BOTTEGA': 6, 'INVIAMENTO': 4, 'MIXED': 4, 'OTHER': 1}"
1490314,2064,3259,292575.5,5034601.5,66,7,39201.0,0,39201,"{'BOTTEGA': 6, 'TRAGHETTO': 12, 'CASA': 32, 'INVIAMENTO': 7, 'OTHER': 3, 'MIXED': 5, 'MAGAZZINO': 1}"
906505,1673,2555,291871.5,5034992.5,542,7,45889.0,0,45889,"{'CASA': 165, 'MIXED': 148, 'BOTTEGA': 200, 'MAGAZZINO': 15, 'INVIAMENTO': 5, 'TRAGHETTO': 4, 'OTHER': 1}"
999609,1732,3426,292742.5,5034933.5,11,2,8296.0,0,8296,"{'CASA': 9, 'MIXED': 2}"
1812465,2343,3954,293270.5,5034322.5,128,5,34564.0,0,34564,"{'CASA': 113, 'BOTTEGA': 6, 'INVIAMENTO': 4, 'MIXED': 4, 'OTHER': 1}"
439738,1258,2520,291836.5,5035407.5,122,6,23163.0,0,23163,"{'CASA': 97, 'BOTTEGA': 8, 'MIXED': 13, 'MAGAZZINO': 2, 'OTHER': 1, 'INVIAMENTO': 1}"
1069053,1780,1476,290792.5,5034885.5,206,5,35592.0,0,35592,"{'BOTTEGA': 23, 'CASA': 144, 'MIXED': 29, 'INVIAMENTO': 7, 'MAGAZZINO': 3}"
228960,966,2115,291431.5,5035699.5,78,6,30069.0,0,30069,"{'BOTTEGA': 11, 'CASA': 57, 'OTHER': 2, 'MAGAZZINO': 2, 'MIXED': 5, 'INVIAMENTO': 1}"
1285910,1923,1797,291113.5,5034742.5,47,4,19750.0,0,19750,"{'CASA': 38, 'INVIAMENTO': 4, 'MIXED': 2, 'BOTTEGA': 3}"
823426,1612,2440,291756.5,5035053.5,798,7,50651.0,0,50651,"{'CASA': 162, 'MAGAZZINO': 35, 'BOTTEGA': 364, 'MIXED': 172, 'INVIAMENTO': 10, 'TRAGHETTO': 22, 'OTHER': 10}"
452269,1271,1391,290707.5,5035394.5,131,5,27159.0,0,27159,"{'CASA': 86, 'BOTTEGA': 1, 'MIXED': 9, 'INVIAMENTO': 2, 'OTHER': 1}"
266969,1028,2641,291957.5,5035637.5,60,3,19777.0,0,19777,"{'MIXED': 4, 'CASA': 52, 'MAGAZZINO': 3}"
1185488,1863,3746,293062.5,5034802.5,38,4,12400.0,0,12400,"{'CASA': 28, 'BOTTEGA': 3, 'INVIAMENTO': 4, 'MIXED': 3}"
1874906,2448,1917,291233.5,5034217.5,58,5,22327.0,0,22327,"{'MAGAZZINO': 2, 'CASA': 50, 'INVIAMENTO': 2, 'BOTTEGA': 2, 'MIXED': 2}"
339494,1137,1388,290704.5,5035528.5,34,3,18395.0,0,18395,"{'CASA': 26, 'MIXED': 3, 'BOTTEGA': 2}"
1614403,2148,795,290111.5,5034517.5,364,6,47928.0,0,47928,"{'CASA': 330, 'BOTTEGA': 11, 'MIXED': 16, 'OTHER': 1, 'MAGAZZINO': 3, 'INVIAMENTO': 1}"
811794,1604,1749,291065.5,5035061.5,25,4,19889.0,0,19889,"{'MIXED': 4, 'INVIAMENTO': 3, 'BOTTEGA': 2, 'CASA': 16}"
1207214,1877,2312,291628.5,5034788.5,741,7,54450.0,0,54450,"{'BOTTEGA': 208, 'CASA': 304, 'MIXED': 163, 'MAGAZZINO': 23, 'TRAGHETTO': 4, 'INVIAMENTO': 17, 'OTHER': 12}"
971696,1715,1057,290373.5,5034950.5,50,4,19544.0,0,19544,"{'CASA': 43, 'BOTTEGA': 3, 'INVIAMENTO': 3, 'MIXED': 1}"
1306034,1936,2264,291580.5,5034729.5,640,6,62460.0,0,62460,"{'CASA': 282, 'MIXED': 139, 'BOTTEGA': 162, 'MAGAZZINO': 17, 'INVIAMENTO': 18, 'OTHER': 12}"
1844357,2399,3966,293282.5,5034266.5,112,4,26850.0,0,26850,"{'CASA': 103, 'MIXED': 4, 'BOTTEGA': 3, 'INVIAMENTO': 2}"
1944130,2640,1989,291305.5,5034025.5,49,5,18150.0,0,18150,"{'CASA': 41, 'MIXED': 2, 'MAGAZZINO': 2, 'BOTTEGA': 1, 'INVIAMENTO': 3}"
1698731,2209,1823,291139.5,5034456.5,46,5,28796.0,0,28796,"{'MIXED': 4, 'OTHER': 3, 'CASA': 33, 'INVIAMENTO': 4, 'BOTTEGA': 2}"
1433831,2026,3377,292693.5,5034639.5,49,7,31595.0,0,31595,"{'BOTTEGA': 2, 'INVIAMENTO': 7, 'CASA': 26, 'OTHER': 3, 'TRAGHETTO': 7, 'MIXED': 3, 'MAGAZZINO': 1}"
1278947,1918,4040,293356.5,5034747.5,40,4,13145.0,0,13145,"{'CASA': 30, 'BOTTEGA': 3, 'INVIAMENTO': 4, 'MIXED': 3}"
830194,1617,1903,291219.5,5035048.5,124,7,41331.0,0,41331,"{'CASA': 55, 'BOTTEGA': 23, 'MIXED': 10, 'INVIAMENTO': 4, 'MAGAZZINO': 1, 'OTHER': 1, 'TRAGHETTO': 26}"
1403737,2005,1249,290565.5,5034660.5,97,5,27643.0,0,27643,"{'BOTTEGA': 12, 'CASA': 63, 'MIXED': 18, 'INVIAMENTO': 3, 'MAGAZZINO': 1}"
1670097,2185,1565,290881.5,5034480.5,49,3,16070.0,0,16070,"{'CASA': 44, 'MIXED': 4, 'BOTTEGA': 1}"
657850,1477,1958,291274.5,5035188.5,113,6,39363.0,0,39363,"{'CASA': 62, 'MAGAZZINO': 4, 'BOTTEGA': 23, 'MIXED': 12, 'OTHER': 2, 'INVIAMENTO': 4}"
154067,831,2039,291355.5,5035834.5,115,6,31940.0,0,31940,"{'OTHER': 2, 'CASA': 93, 'MAGAZZINO': 2, 'MIXED': 10, 'INVIAMENTO': 2, 'BOTTEGA': 6}"
722992,1534,2884,292200.5,5035131.5,97,6,27215.0,0,27215,"{'CASA': 68, 'BOTTEGA': 13, 'MIXED': 9, 'INVIAMENTO': 4, 'MAGAZZINO': 2, 'TRAGHETTO': 1}"
933905,1691,1302,290618.5,5034974.5,127,5,20825.0,0,20825,"{'BOTTEGA': 14, 'CASA': 90, 'MIXED': 17, 'INVIAMENTO': 5, 'MAGAZZINO': 1}"
193330,903,2299,291615.5,5035762.5,7,1,5353.0,0,5353,{'CASA': 7}
207980,929,1760,291076.5,5035736.5,189,7,34745.0,0,34745,"{'MIXED': 16, 'CASA': 126, 'BOTTEGA': 21, 'MAGAZZINO': 3, 'OTHER': 9, 'INVIAMENTO': 4, 'TRAGHETTO': 6}"
319936,1107,1906,291222.5,5035558.5,57,6,19916.0,0,19916,"{'CASA': 35, 'OTHER': 2, 'TRAGHETTO': 5, 'BOTTEGA': 10, 'INVIAMENTO': 1, 'MIXED': 4}"
1759671,2266,2093,291409.5,5034399.5,79,6,28544.0,0,28544,"{'BOTTEGA': 15, 'CASA': 43, 'MAGAZZINO': 4, 'MIXED': 7, 'OTHER': 3, 'INVIAMENTO': 7}"
566450,1389,1803,291119.5,5035276.5,59,6,13462.0,0,13462,"{'CASA': 39, 'BOTTEGA': 5, 'MIXED': 7, 'OTHER': 1, 'INVIAMENTO': 1, 'MAGAZZINO': 1}"
1092460,1797,2321,291637.5,5034868.5,672,7,40604.0,0,40604,"{'CASA': 217, 'MIXED': 148, 'BOTTEGA': 230, 'INVIAMENTO': 15, 'MAGAZZINO': 25, 'TRAGHETTO': 4, 'OTHER': 12}"
163682,849,1749,291065.5,5035816.5,247,7,41689.0,0,41689,"{'CASA': 172, 'MAGAZZINO': 6, 'OTHER': 10, 'MIXED': 22, 'INVIAMENTO': 5, 'BOTTEGA': 25, 'TRAGHETTO': 6}"
1289424,1925,2455,291771.5,5034740.5,694,6,56187.0,0,56187,"{'MIXED': 177, 'BOTTEGA': 189, 'CASA': 281, 'INVIAMENTO': 11, 'MAGAZZINO': 20, 'OTHER': 6}"
1910770,2520,1615,290931.5,5034145.5,64,5,25825.0,0,25825,"{'INVIAMENTO': 3, 'MIXED': 8, 'CASA': 49, 'OTHER': 1, 'BOTTEGA': 3}"
836483,1621,3103,292419.5,5035044.5,52,6,21167.0,0,21167,"{'CASA': 40, 'MIXED': 4, 'BOTTEGA': 5, 'INVIAMENTO': 1, 'MAGAZZINO': 1, 'TRAGHETTO': 1}"
100793,727,1793,291109.5,5035938.5,216,6,39931.0,0,39931,"{'CASA': 158, 'MAGAZZINO': 5, 'MIXED': 21, 'OTHER': 10, 'INVIAMENTO': 4, 'BOTTEGA': 17}"
1541627,2098,1324,290640.5,5034567.5,117,5,27723.0,0,27723,"{'CASA': 88, 'MIXED': 18, 'BOTTEGA': 7, 'INVIAMENTO': 3, 'MAGAZZINO': 1}"
1094781,1799,1716,291032.5,5034866.5,95,5,32004.0,0,32004,"{'MIXED': 17, 'BOTTEGA': 14, 'CASA': 58, 'INVIAMENTO': 4, 'MAGAZZINO': 2}"
1306093,1936,2354,291670.5,5034729.5,603,6,43919.0,0,43919,"{'CASA': 242, 'MIXED': 150, 'BOTTEGA': 157, 'INVIAMENTO': 13, 'MAGAZZINO': 19, 'OTHER': 12}"
121431,771,2231,291547.5,5035894.5,43,4,17460.0,0,17460,"{'OTHER': 1, 'CASA': 39, 'MAGAZZINO': 1, 'MIXED': 2}"
698469,1514,1949,291265.5,5035151.5,330,7,50928.0,0,50928,"{'CASA': 85, 'MAGAZZINO': 26, 'BOTTEGA': 130, 'MIXED': 28, 'OTHER': 4, 'INVIAMENTO': 5, 'TRAGHETTO': 26}"
644803,1466,1207,290523.5,5035199.5,35,4,6465.0,0,6465,"{'OTHER': 1, 'CASA': 30, 'MIXED': 3, 'INVIAMENTO': 1}"
1266571,1911,3688,293004.5,5034754.5,0,0,1332.0,0,1332,{}
1666441,2182,3327,292643.5,5034483.5,54,7,32985.0,0,32985,"{'INVIAMENTO': 8, 'CASA': 27, 'MAGAZZINO': 3, 'BOTTEGA': 3, 'OTHER': 3, 'TRAGHETTO': 7, 'MIXED': 3}"
704533,1519,2405,291721.5,5035146.5,679,7,51473.0,0,51473,"{'CASA': 117, 'MAGAZZINO': 35, 'BOTTEGA': 352, 'MIXED': 119, 'INVIAMENTO': 5, 'TRAGHETTO': 22, 'OTHER': 4}"
281550,1048,2609,291925.5,5035617.5,56,3,13387.0,0,13387,"{'MIXED': 4, 'CASA': 48, 'MAGAZZINO': 3}"
1502956,2073,1276,290592.5,5034592.5,127,5,30582.0,0,30582,"{'CASA': 91, 'MIXED': 21, 'BOTTEGA': 11, 'INVIAMENTO': 3, 'MAGAZZINO': 1}"
1869067,2437,3928,293244.5,5034228.5,116,5,30316.0,0,30316,"{'CASA': 106, 'INVIAMENTO': 2, 'MIXED': 3, 'BOTTEGA': 4, 'OTHER': 1}"
1734301,2241,3717,293033.5,5034424.5,130,6,33266.0,0,33266,"{'INVIAMENTO': 3, 'CASA': 116, 'MAGAZZINO': 2, 'MIXED': 4, 'BOTTEGA': 4, 'OTHER': 1}"
900478,1669,2534,291850.5,5034996.5,576,7,49525.0,0,49525,"{'CASA': 166, 'MAGAZZINO': 18, 'MIXED': 150, 'BOTTEGA': 228, 'INVIAMENTO': 5, 'TRAGHETTO': 4, 'OTHER': 1}"
986795,1724,3077,292393.5,5034941.5,0,0,155.0,0,155,{}
723850,1535,2034,291350.5,5035130.5,514,7,52320.0,0,52320,"{'CASA': 75, 'MAGAZZINO': 29, 'BOTTEGA': 269, 'MIXED': 61, 'INVIAMENTO': 4, 'TRAGHETTO': 48, 'OTHER': 3}"
53956,631,1032,290348.5,5036034.5,39,3,20961.0,0,20961,"{'CASA': 31, 'MIXED': 3, 'BOTTEGA': 4}"
1559621,2110,2357,291673.5,5034555.5,305,6,53452.0,0,53452,"{'CASA': 125, 'MIXED': 57, 'BOTTEGA': 93, 'MAGAZZINO': 6, 'INVIAMENTO': 13, 'OTHER': 2}"
1732974,2240,2032,291348.5,5034425.5,0,0,395.0,0,395,{}
830572,1617,2626,291942.5,5035048.5,202,5,34652.0,0,34652,"{'CASA': 98, 'BOTTEGA': 55, 'MIXED': 40, 'INVIAMENTO': 4, 'MAGAZZINO': 5}"
261377,1020,1424,290740.5,5035645.5,70,4,21118.0,0,21118,"{'CASA': 48, 'MIXED': 9, 'BOTTEGA': 6, 'MAGAZZINO': 1}"
1867382,2435,1377,290693.5,5034230.5,39,5,28339.0,0,28339,"{'CASA': 32, 'BOTTEGA': 2, 'MIXED': 3, 'OTHER': 1, 'INVIAMENTO': 1}"
704277,1519,1879,291195.5,5035146.5,0,0,304.0,0,304,{}
1767577,2275,1223,290539.5,5034390.5,28,4,26960.0,0,26960,"{'CASA': 22, 'BOTTEGA': 2, 'TRAGHETTO': 1, 'MIXED': 1}"
1023371,1748,1432,290748.5,5034917.5,173,5,29567.0,0,29567,"{'CASA': 118, 'MIXED': 26, 'INVIAMENTO': 6, 'BOTTEGA': 20, 'MAGAZZINO': 3}"
228950,966,2082,291398.5,5035699.5,88,6,32073.0,0,32073,"{'BOTTEGA': 12, 'CASA': 66, 'OTHER': 2, 'MAGAZZINO': 2, 'MIXED': 5, 'INVIAMENTO': 1}"
1146329,1836,2476,291792.5,5034829.5,785,7,65524.0,0,65524,"{'CASA': 292, 'BOTTEGA': 245, 'MIXED': 195, 'INVIAMENTO': 12, 'MAGAZZINO': 19, 'TRAGHETTO': 4, 'OTHER': 7}"
939665,1694,3037,292353.5,5034971.5,12,4,10742.0,0,10742,"{'CASA': 4, 'BOTTEGA': 4, 'MIXED': 3, 'OTHER': 1}"
1498002,2069,3660,292976.5,5034596.5,80,6,28166.0,0,28166,"{'INVIAMENTO': 1, 'CASA': 72, 'MAGAZZINO': 2, 'MIXED': 1, 'OTHER': 1, 'BOTTEGA': 3}"
553361,1375,3034,292350.5,5035290.5,10,1,13513.0,0,13513,{'CASA': 10}
1781317,2291,1238,290554.5,5034374.5,31,4,30847.0,0,30847,"{'CASA': 25, 'BOTTEGA': 2, 'TRAGHETTO': 1, 'MIXED': 1}"
1764922,2272,1634,290950.5,5034393.5,44,4,19015.0,0,19015,"{'CASA': 36, 'MIXED': 5, 'INVIAMENTO': 1, 'BOTTEGA': 2}"
1198431,1871,3615,292931.5,5034794.5,0,0,1332.0,0,1332,{}
1451469,2039,2213,291529.5,5034626.5,324,6,44706.0,0,44706,"{'BOTTEGA': 72, 'CASA': 171, 'MAGAZZINO': 7, 'MIXED': 54, 'INVIAMENTO': 13, 'OTHER': 2}"
895368,1666,785,290101.5,5034999.5,5,1,3947.0,0,3947,{'CASA': 5}
1279233,1919,1418,290734.5,5034746.5,204,5,36970.0,0,36970,"{'CASA': 150, 'MIXED': 28, 'BOTTEGA': 16, 'INVIAMENTO': 7, 'MAGAZZINO': 3}"
598106,1421,1820,291136.5,5035244.5,63,6,33455.0,0,33455,"{'CASA': 39, 'MAGAZZINO': 1, 'BOTTEGA': 7, 'OTHER': 1, 'MIXED': 4, 'INVIAMENTO': 4}"
180989,882,1497,290813.5,5035783.5,145,6,26028.0,0,26028,"{'CASA': 94, 'MIXED': 13, 'BOTTEGA': 20, 'INVIAMENTO': 1, 'OTHER': 8, 'MAGAZZINO': 2}"
415528,1232,1394,290710.5,5035433.5,121,3,26031.0,0,26031,"{'CASA': 81, 'MIXED': 7, 'INVIAMENTO': 1}"
590323,1413,2457,291773.5,5035252.5,342,7,39941.0,0,39941,"{'CASA': 199, 'MIXED': 45, 'MAGAZZINO': 15, 'BOTTEGA': 70, 'OTHER': 3, 'INVIAMENTO': 3, 'TRAGHETTO': 4}"
277519,1043,2174,291490.5,5035622.5,49,5,18656.0,0,18656,"{'OTHER': 1, 'CASA': 35, 'MAGAZZINO': 2, 'MIXED': 4, 'BOTTEGA': 7}"
1663501,2180,2414,291730.5,5034485.5,172,6,38162.0,0,38162,"{'BOTTEGA': 51, 'CASA': 86, 'MIXED': 23, 'MAGAZZINO': 3, 'OTHER': 1, 'INVIAMENTO': 7}"
980474,1720,2395,291711.5,5034945.5,967,7,55482.0,0,55482,"{'CASA': 286, 'MAGAZZINO': 43, 'INVIAMENTO': 14, 'MIXED': 191, 'BOTTEGA': 373, 'TRAGHETTO': 22, 'OTHER': 14}"
514734,1334,2059,291375.5,5035331.5,392,6,33674.0,0,33674,"{'CASA': 55, 'MAGAZZINO': 27, 'BOTTEGA': 246, 'MIXED': 35, 'OTHER': 3, 'INVIAMENTO': 2}"
1552377,2105,1910,291226.5,5034560.5,119,6,41455.0,0,41455,"{'CASA': 80, 'MIXED': 12, 'OTHER': 3, 'INVIAMENTO': 12, 'BOTTEGA': 10, 'MAGAZZINO': 2}"
93532,715,1001,290317.5,5035950.5,36,3,20670.0,0,20670,"{'CASA': 28, 'MIXED': 3, 'BOTTEGA': 4}"
790980,1588,2417,291733.5,5035077.5,791,7,51326.0,0,51326,"{'CASA': 147, 'MAGAZZINO': 38, 'BOTTEGA': 370, 'MIXED': 170, 'INVIAMENTO': 10, 'TRAGHETTO': 22, 'OTHER': 10}"
1472133,2052,3527,292843.5,5034613.5,43,7,29490.0,0,29490,"{'INVIAMENTO': 6, 'OTHER': 3, 'TRAGHETTO': 7, 'MIXED': 3, 'CASA': 22, 'BOTTEGA': 1, 'MAGAZZINO': 1}"
784059,1583,1528,290844.5,5035082.5,76,4,24159.0,0,24159,"{'CASA': 45, 'BOTTEGA': 5, 'MIXED': 8, 'INVIAMENTO': 2}"
670367,1489,2073,291389.5,5035176.5,528,7,48483.0,0,48483,"{'CASA': 77, 'MAGAZZINO': 30, 'BOTTEGA': 275, 'MIXED': 64, 'INVIAMENTO': 3, 'TRAGHETTO': 48, 'OTHER': 3}"
991557,1727,3342,292658.5,5034938.5,17,4,18788.0,0,18788,"{'CASA': 13, 'BOTTEGA': 1, 'MIXED': 2, 'TRAGHETTO': 1}"
313210,1097,1319,290635.5,5035568.5,26,3,17774.0,0,17774,"{'CASA': 21, 'MIXED': 3, 'BOTTEGA': 1}"
863023,1641,3669,292985.5,5035024.5,0,0,1332.0,0,1332,{}
402064,1217,1834,291150.5,5035448.5,79,6,22400.0,0,22400,"{'CASA': 50, 'MAGAZZINO': 2, 'BOTTEGA': 5, 'MIXED': 8, 'OTHER': 1, 'INVIAMENTO': 2}"
1621563,2153,439,289755.5,5034512.5,223,5,31260.0,0,31260,"{'OTHER': 1, 'CASA': 210, 'MIXED': 6, 'BOTTEGA': 5, 'MAGAZZINO': 1}"
479268,1297,2333,291649.5,5035368.5,260,6,36591.0,0,36591,"{'CASA': 185, 'MIXED': 29, 'INVIAMENTO': 4, 'BOTTEGA': 24, 'MAGAZZINO': 13, 'OTHER': 3}"
601641,1424,2438,291754.5,5035241.5,313,7,35138.0,0,35138,"{'CASA': 174, 'MIXED': 45, 'MAGAZZINO': 13, 'BOTTEGA': 69, 'OTHER': 3, 'INVIAMENTO': 3, 'TRAGHETTO': 4}"
1575828,2122,1252,290568.5,5034543.5,119,6,32455.0,0,32455,"{'CASA': 89, 'MIXED': 16, 'BOTTEGA': 8, 'TRAGHETTO': 1, 'INVIAMENTO': 2, 'MAGAZZINO': 1}"
195673,907,2372,291688.5,5035758.5,17,2,9522.0,0,9522,"{'CASA': 16, 'MAGAZZINO': 1}"
143929,813,1626,290942.5,5035852.5,0,0,33.0,0,33,{}
1316349,1943,2790,292106.5,5034722.5,188,7,40923.0,0,40923,"{'CASA': 54, 'OTHER': 2, 'BOTTEGA': 68, 'MIXED': 39, 'TRAGHETTO': 18, 'INVIAMENTO': 2, 'MAGAZZINO': 2}"
1790074,2303,4035,293351.5,5034362.5,118,5,25898.0,0,25898,"{'CASA': 103, 'BOTTEGA': 6, 'INVIAMENTO': 4, 'MIXED': 4, 'OTHER': 1}"
1446210,2035,4152,293468.5,5034630.5,16,3,11395.0,0,11395,"{'CASA': 13, 'BOTTEGA': 1, 'INVIAMENTO': 2}"
772623,1574,2183,291499.5,5035091.5,641,7,52085.0,0,52085,"{'CASA': 105, 'MAGAZZINO': 37, 'INVIAMENTO': 5, 'BOTTEGA': 325, 'MIXED': 92, 'TRAGHETTO': 48, 'OTHER': 3}"
1039503,1758,2831,292147.5,5034907.5,111,6,27634.0,0,27634,"{'CASA': 60, 'OTHER': 1, 'BOTTEGA': 24, 'MIXED': 22, 'INVIAMENTO': 2, 'MAGAZZINO': 2}"
437353,1256,1722,291038.5,5035409.5,157,6,36051.0,0,36051,"{'CASA': 92, 'BOTTEGA': 6, 'MIXED': 11, 'INVIAMENTO': 3, 'OTHER': 1, 'MAGAZZINO': 1}"
1526929,2088,2104,291420.5,5034577.5,183,6,40215.0,0,40215,"{'CASA': 108, 'MIXED': 25, 'BOTTEGA': 23, 'MAGAZZINO': 4, 'OTHER': 4, 'INVIAMENTO': 17}"
1425954,2020,3397,292713.5,5034645.5,47,7,31535.0,0,31535,"{'INVIAMENTO': 7, 'CASA': 25, 'OTHER': 3, 'TRAGHETTO': 7, 'MIXED': 3, 'BOTTEGA': 1, 'MAGAZZINO': 1}"
217590,946,1196,290512.5,5035719.5,0,0,409.0,0,409,{}
1049690,1765,3419,292735.5,5034900.5,11,2,8205.0,0,8205,"{'CASA': 9, 'MIXED': 2}"
1290167,1925,3934,293250.5,5034740.5,38,4,12437.0,0,12437,"{'CASA': 28, 'BOTTEGA': 3, 'INVIAMENTO': 4, 'MIXED': 3}"
1567287,2116,513,289829.5,5034549.5,244,5,33586.0,0,33586,"{'CASA': 229, 'OTHER': 1, 'MAGAZZINO': 2, 'MIXED': 7, 'BOTTEGA': 5}"
1671940,2186,3480,292796.5,5034479.5,20,4,24339.0,0,24339,"{'INVIAMENTO': 1, 'CASA': 16, 'MAGAZZINO': 2, 'BOTTEGA': 1}"
830097,1617,1689,291005.5,5035048.5,57,5,25592.0,0,25592,"{'CASA': 28, 'MIXED': 14, 'BOTTEGA': 10, 'INVIAMENTO': 3, 'MAGAZZINO': 2}"
492694,1310,2568,291884.5,5035355.5,108,5,23758.0,0,23758,"{'CASA': 90, 'MIXED': 10, 'MAGAZZINO': 5, 'BOTTEGA': 2, 'INVIAMENTO': 1}"
299221,1075,1858,291174.5,5035590.5,104,7,25201.0,0,25201,"{'CASA': 76, 'MAGAZZINO': 2, 'OTHER': 1, 'MIXED': 8, 'BOTTEGA': 8, 'INVIAMENTO': 3, 'TRAGHETTO': 6}"
1435100,2027,3331,292647.5,5034638.5,54,7,34942.0,0,34942,"{'BOTTEGA': 3, 'CASA': 30, 'INVIAMENTO': 7, 'OTHER': 3, 'TRAGHETTO': 7, 'MIXED': 3, 'MAGAZZINO': 1}"
1032016,1753,3118,292434.5,5034912.5,52,6,21844.0,0,21844,"{'CASA': 40, 'MIXED': 4, 'BOTTEGA': 5, 'INVIAMENTO': 1, 'MAGAZZINO': 1, 'TRAGHETTO': 1}"
658940,1478,1984,291300.5,5035187.5,494,7,53778.0,0,53778,"{'CASA': 84, 'MAGAZZINO': 24, 'BOTTEGA': 247, 'MIXED': 61, 'INVIAMENTO': 4, 'OTHER': 3, 'TRAGHETTO': 44}"
1512777,2079,1919,291235.5,5034586.5,122,5,43705.0,0,43705,"{'CASA': 88, 'MIXED': 12, 'OTHER': 3, 'INVIAMENTO': 11, 'BOTTEGA': 8}"
1617018,2149,3709,293025.5,5034516.5,88,6,26615.0,0,26615,"{'INVIAMENTO': 2, 'CASA': 79, 'MAGAZZINO': 2, 'MIXED': 1, 'OTHER': 1, 'BOTTEGA': 3}"
1940641,2618,2078,291394.5,5034047.5,49,5,18315.0,0,18315,"{'CASA': 40, 'MIXED': 2, 'MAGAZZINO': 3, 'BOTTEGA': 1, 'INVIAMENTO': 3}"
1682291,2195,1321,290637.5,5034470.5,76,5,30830.0,0,30830,"{'CASA': 66, 'MIXED': 6, 'BOTTEGA': 2, 'TRAGHETTO': 1, 'INVIAMENTO': 1}"
158055,839,1095,290411.5,5035826.5,50,4,25500.0,0,25500,"{'CASA': 39, 'MIXED': 4, 'BOTTEGA': 5, 'INVIAMENTO': 1}"
1927572,2567,3930,293246.5,5034098.5,73,2,21597.0,0,21597,"{'CASA': 72, 'MIXED': 1}"
454120,1272,2706,292022.5,5035393.5,96,4,18539.0,0,18539,"{'CASA': 85, 'MIXED': 6, 'MAGAZZINO': 3, 'BOTTEGA': 1}"
1254881,1905,1041,290357.5,5034760.5,159,5,24952.0,0,24952,"{'CASA': 141, 'MIXED': 9, 'BOTTEGA': 5, 'INVIAMENTO': 2, 'MAGAZZINO': 1}"
1846893,2403,2324,291640.5,5034262.5,9,3,3070.0,0,3070,"{'CASA': 7, 'MIXED': 1, 'MAGAZZINO': 1}"
242501,988,2335,291651.5,5035677.5,80,5,18441.0,0,18441,"{'CASA': 56, 'MIXED': 12, 'INVIAMENTO': 1, 'BOTTEGA': 6, 'MAGAZZINO': 5}"
1760912,2267,4008,293324.5,5034398.5,130,5,30082.0,0,30082,"{'CASA': 115, 'BOTTEGA': 6, 'INVIAMENTO': 4, 'MIXED': 4, 'OTHER': 1}"
1800988,2322,4018,293334.5,5034343.5,119,5,26850.0,0,26850,"{'CASA': 104, 'BOTTEGA': 6, 'INVIAMENTO': 4, 'MIXED': 4, 'OTHER': 1}"
292253,1063,2476,291792.5,5035602.5,83,5,25153.0,0,25153,"{'CASA': 74, 'MAGAZZINO': 2, 'MIXED': 5, 'BOTTEGA': 1, 'OTHER': 1}"
965411,1711,1626,290942.5,5034954.5,116,5,35089.0,0,35089,"{'CASA': 71, 'MIXED': 22, 'BOTTEGA': 15, 'INVIAMENTO': 6, 'MAGAZZINO': 2}"
735781,1544,1996,291312.5,5035121.5,493,7,44840.0,0,44840,"{'CASA': 71, 'MAGAZZINO': 29, 'BOTTEGA': 260, 'MIXED': 58, 'INVIAMENTO': 3, 'OTHER': 3, 'TRAGHETTO': 44}"
222657,955,2134,291450.5,5035710.5,101,6,32002.0,0,32002,"{'MIXED': 14, 'CASA': 68, 'INVIAMENTO': 2, 'MAGAZZINO': 3, 'BOTTEGA': 12, 'OTHER': 2}"
1506637,2075,2250,291566.5,5034590.5,279,6,39164.0,0,39164,"{'CASA': 153, 'MIXED': 45, 'BOTTEGA': 62, 'MAGAZZINO': 4, 'INVIAMENTO': 8, 'OTHER': 2}"
1171994,1854,3766,293082.5,5034811.5,38,4,12400.0,0,12400,"{'CASA': 28, 'BOTTEGA': 3, 'INVIAMENTO': 4, 'MIXED': 3}"
1200284,1873,831,290147.5,5034792.5,155,5,21889.0,0,21889,"{'CASA': 139, 'MIXED': 8, 'BOTTEGA': 4, 'INVIAMENTO': 1, 'MAGAZZINO': 1}"
967955,1712,3296,292612.5,5034953.5,25,4,23261.0,0,23261,"{'CASA': 20, 'BOTTEGA': 2, 'MIXED': 2, 'TRAGHETTO': 1}"
906364,1673,2324,291640.5,5034992.5,979,7,55835.0,0,55835,"{'CASA': 250, 'MAGAZZINO': 41, 'INVIAMENTO': 15, 'MIXED': 199, 'BOTTEGA': 410, 'TRAGHETTO': 22, 'OTHER': 12}"
592644,1416,830,290146.5,5035249.5,13,2,9895.0,0,9895,"{'CASA': 12, 'MAGAZZINO': 1}"
